Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF
2226,20,3,74.0,982,1,2,3,3,0,4,0,11,2,2,0,2,4,5,1991,1991,1,1,6,6,3,0.0,3,4,2,2,3,3,0,1383.0,5,0.0,297.0,1680.0,1,2,1,4,0,1689,1.0,0.0,2,0,3,1,3,6,6,1,4,1,1991.0,2,2.0,432.0,4,4,2,428,120,0,0,0,0,3,4,4,0,7,2008,8,4,182241.340444154,1689
2227,120,3,42.0,127,1,2,0,3,0,4,0,23,2,2,4,2,7,6,1986,1986,1,1,12,13,1,340.0,2,4,1,2,3,0,2,893.0,5,0.0,384.0,1277.0,1,2,1,4,0,1501,1.0,0.0,2,0,2,1,2,6,6,1,4,1,1986.0,0,2.0,512.0,4,4,2,240,0,0,0,0,0,3,4,4,0,7,2008,8,4,157342.225898399,1501
2228,20,3,74.0,1321,1,2,0,1,0,4,0,23,2,2,0,2,8,5,2006,2007,3,1,12,13,2,258.0,2,4,2,0,3,1,2,1036.0,5,0.0,482.0,1518.0,1,0,1,4,0,1537,1.0,0.0,2,0,3,1,2,8,6,0,5,1,2007.0,0,3.0,788.0,4,4,2,0,26,0,0,0,0,3,4,4,0,4,2008,8,4,182022.387105998,1537
2229,60,3,107.0,1521,1,2,0,1,0,0,0,23,2,2,0,5,8,5,2007,2007,1,1,12,13,3,0.0,2,4,2,2,3,0,2,770.0,5,0.0,150.0,920.0,1,0,1,4,0,1780,1.0,0.0,2,1,3,1,2,6,6,1,2,1,2007.0,0,2.0,612.0,4,4,2,0,192,0,0,0,0,3,4,4,0,1,2008,6,5,181244.510876788,1780
2230,80,3,73.0,943,1,2,3,3,0,4,0,23,2,2,0,7,5,5,2006,2007,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,352.0,352.0,1,2,1,4,0,1442,0.0,0.0,2,1,3,1,3,6,6,0,5,3,2007.0,0,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,4,0,4,2008,8,4,178556.671573788,1442
2231,60,3,81.0,1400,1,2,0,1,0,0,0,23,2,2,0,5,7,5,2008,2008,1,1,12,13,2,60.0,2,4,2,2,3,0,5,0.0,5,0.0,796.0,796.0,1,0,1,4,0,1612,0.0,0.0,2,1,3,1,2,6,6,0,5,1,2008.0,0,3.0,666.0,4,4,2,0,64,0,0,0,0,3,4,4,0,10,2008,6,5,189547.199876284,1612
2232,20,3,75.0,1531,1,2,0,3,0,4,0,23,2,2,0,2,6,5,1989,1989,1,1,13,14,1,128.0,3,4,1,2,3,3,5,0.0,5,0.0,1495.0,1495.0,1,0,1,4,0,1495,0.0,0.0,2,0,3,1,3,8,6,1,4,1,1989.0,2,2.0,438.0,4,4,2,252,0,192,0,0,0,3,4,4,0,7,2008,8,4,187948.65165563,1495
2233,20,3,93.0,1840,1,2,3,3,0,0,0,23,2,2,0,2,6,5,1986,1986,1,1,9,6,1,228.0,2,2,1,2,1,0,2,920.0,4,60.0,276.0,1256.0,1,0,1,4,0,1256,0.0,0.0,2,0,3,1,2,6,6,1,1,1,1986.0,2,2.0,578.0,4,4,2,282,0,0,0,0,0,3,4,4,0,3,2008,8,4,194107.287565956,1256
2234,20,3,82.0,1254,1,2,0,3,0,4,0,23,2,2,0,2,8,5,2003,2003,3,1,12,13,1,206.0,2,4,2,0,3,0,2,1029.0,5,0.0,403.0,1432.0,1,0,1,4,0,1440,1.0,0.0,2,0,3,1,2,7,6,1,4,1,2003.0,0,2.0,467.0,4,4,2,185,95,0,0,0,0,3,4,4,0,6,2008,8,4,183521.710369283,1440
2235,20,3,0.0,499,1,2,0,3,0,4,0,23,2,2,0,2,6,5,1999,2000,3,1,12,13,3,0.0,2,4,2,0,3,2,2,1223.0,5,0.0,443.0,1666.0,1,0,1,4,0,1675,1.0,0.0,2,0,3,1,2,6,6,0,5,1,1999.0,1,2.0,435.0,4,4,2,165,52,0,0,0,0,3,4,4,0,12,2008,8,4,183682.123638416,1675
2236,20,3,79.0,1307,1,2,0,1,0,4,0,23,2,2,0,2,8,5,2007,2007,1,1,12,13,3,0.0,2,4,2,2,3,0,2,1011.0,5,0.0,873.0,1884.0,1,0,1,4,0,1728,1.0,0.0,2,0,3,1,2,7,6,1,2,1,2007.0,0,2.0,520.0,4,4,2,0,276,0,0,0,0,3,4,4,0,1,2008,8,4,178483.353073443,1728
2237,20,3,85.0,1306,1,2,0,3,0,4,0,23,2,2,0,2,8,5,2005,2006,1,1,12,13,1,674.0,2,4,2,0,3,0,2,1571.0,5,0.0,393.0,1964.0,1,0,1,4,0,1964,1.0,0.0,2,1,3,1,2,7,6,1,2,1,2005.0,0,3.0,892.0,4,4,2,0,265,0,0,0,0,3,4,4,0,6,2008,8,4,184003.879764736,1964
2238,90,4,97.0,735,1,2,0,3,0,0,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,1,200.0,3,2,2,2,1,1,2,1309.0,5,0.0,35.0,1344.0,1,0,1,4,0,1344,2.0,0.0,2,0,2,2,3,8,6,0,5,1,1997.0,0,4.0,784.0,4,4,2,0,0,0,0,0,0,3,4,4,0,11,2008,8,2,171318.59033449,1344
2239,20,3,77.0,818,1,2,3,3,0,2,0,11,1,0,0,2,5,5,2007,2008,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1092.0,1092.0,1,0,1,4,0,1092,0.0,0.0,1,0,2,1,3,5,6,0,5,6,0.0,3,0.0,0.0,5,5,2,0,52,0,0,0,0,3,4,4,0,2,2008,8,0,162039.754313997,1092
2240,120,4,32.0,156,1,2,3,3,0,2,0,11,2,2,4,2,6,5,1997,1997,3,1,12,13,1,197.0,3,4,2,0,3,3,2,864.0,5,0.0,325.0,1189.0,1,0,1,4,0,1189,1.0,0.0,2,0,2,1,3,4,6,0,5,1,1997.0,1,2.0,392.0,4,4,2,0,122,0,0,0,0,3,4,4,0,4,2008,8,4,154846.252190699,1189
2241,85,3,150.0,1652,1,2,3,3,0,0,0,11,2,2,0,6,4,5,1964,1964,1,1,6,6,1,98.0,3,4,1,2,3,0,0,865.0,3,247.0,88.0,1200.0,1,2,1,4,0,1200,1.0,0.0,1,0,3,1,3,6,6,0,5,0,1964.0,0,3.0,850.0,4,4,2,0,119,0,0,171,0,3,4,4,0,11,2008,3,4,194822.365690957,1200
2242,120,4,0.0,133,1,2,3,3,0,4,0,10,2,2,4,2,5,6,1975,1975,1,1,5,5,3,0.0,3,4,2,2,3,3,2,769.0,5,0.0,271.0,1040.0,1,2,1,4,0,1040,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1975.0,2,2.0,499.0,4,4,2,0,100,0,0,0,0,3,4,4,0,6,2008,8,4,169788.738771463,1040
2243,160,4,41.0,56,1,2,3,3,0,4,0,10,2,2,4,5,5,7,1976,1976,1,1,5,5,3,0.0,3,4,2,2,3,3,0,318.0,5,0.0,232.0,550.0,1,4,1,4,0,1475,0.0,0.0,2,0,4,1,3,6,6,1,4,1,1976.0,2,1.0,336.0,4,4,2,92,26,0,0,0,0,3,4,4,0,5,2008,8,4,178891.554489941,1475
2244,180,4,21.0,26,1,2,3,3,0,4,0,10,2,2,3,6,4,7,1973,2006,1,1,5,5,3,0.0,3,2,1,2,3,0,2,501.0,5,0.0,25.0,526.0,1,2,1,4,0,988,1.0,0.0,1,0,2,1,3,5,6,0,5,3,1973.0,1,1.0,297.0,4,4,2,120,101,0,0,0,0,3,4,4,0,6,2008,8,4,152084.772428865,988
2245,180,4,21.0,11,1,2,3,3,0,4,0,10,2,2,3,7,4,6,1973,1973,1,1,5,5,3,0.0,3,4,1,2,3,1,2,437.0,5,0.0,25.0,462.0,1,4,1,4,0,988,1.0,0.0,1,0,1,1,3,4,6,1,3,3,1973.0,1,1.0,297.0,4,4,2,0,101,0,120,0,0,3,1,4,0,7,2008,8,4,139169.86642879,988
2246,20,3,0.0,1833,1,2,0,3,0,0,0,11,2,2,0,2,5,6,1968,1968,1,1,9,10,3,0.0,3,2,1,3,3,3,0,785.0,5,0.0,328.0,1113.0,1,0,1,4,0,1160,1.0,0.0,1,0,3,1,2,6,6,0,5,1,1968.0,2,1.0,257.0,4,4,2,81,0,0,0,0,0,3,1,2,500,2,2008,8,4,192439.536044606,1160
2247,160,4,21.0,3,1,2,3,3,0,4,0,10,2,2,3,5,6,9,1970,2007,1,1,5,5,3,0.0,3,2,1,3,3,3,2,358.0,5,0.0,188.0,546.0,1,0,1,4,0,1092,0.0,0.0,2,1,3,1,3,6,6,0,5,6,0.0,3,0.0,0.0,5,5,2,187,0,0,0,0,0,3,4,4,0,3,2008,8,4,161067.859766557,1092
2248,20,3,59.0,289,1,2,3,3,0,4,0,11,2,2,0,2,5,7,1983,1983,1,1,12,13,3,0.0,3,2,1,3,3,3,2,534.0,5,0.0,282.0,816.0,1,0,1,4,0,816,0.0,1.0,1,0,2,1,3,4,6,0,5,1,1983.0,2,1.0,264.0,4,4,2,315,0,0,0,0,0,3,1,4,0,4,2008,8,4,158762.648504781,816
2249,20,3,60.0,293,1,2,3,3,0,4,0,11,2,2,0,2,5,6,1982,2005,1,1,6,10,3,0.0,3,4,1,3,3,3,2,638.0,5,0.0,207.0,845.0,1,2,1,4,0,845,0.0,0.0,1,0,3,1,2,6,6,0,5,1,1982.0,2,1.0,264.0,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2008,8,4,175569.690441774,845
2250,20,3,74.0,1467,1,2,3,3,0,0,0,11,2,2,0,2,5,6,1984,1984,1,1,6,10,3,0.0,3,4,1,3,3,3,0,647.0,5,0.0,217.0,864.0,1,4,1,4,0,889,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1984.0,2,2.0,484.0,4,4,2,0,0,0,0,0,0,3,4,4,0,4,2008,8,4,183659.795012187,889
2251,70,5,0.0,1943,1,2,0,2,0,4,0,9,2,2,0,4,5,1,1900,1950,3,1,13,14,3,0.0,3,4,0,3,3,3,5,0.0,5,0.0,686.0,686.0,1,0,1,4,0,1836,0.0,0.0,2,0,4,1,3,7,0,0,5,5,1900.0,2,1.0,288.0,4,1,0,0,0,0,0,0,0,3,4,4,0,1,2008,8,4,280618.132617258,1836
2252,20,3,85.0,1144,1,2,3,3,0,4,0,12,2,2,0,2,6,6,1971,1971,1,1,8,8,1,302.0,3,4,1,3,3,3,1,838.0,5,0.0,749.0,1587.0,1,4,1,4,0,1587,0.0,0.0,2,0,3,1,3,7,6,1,2,1,1971.0,2,2.0,525.0,4,4,2,0,44,0,0,0,0,3,4,4,0,3,2007,8,4,180051.809151659,1587
2253,80,3,56.0,717,1,2,0,1,0,4,0,8,2,2,0,7,6,5,1997,1997,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,384.0,384.0,1,2,1,4,0,1384,0.0,0.0,2,1,3,1,3,7,6,1,4,3,1997.0,0,2.0,390.0,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2007,8,4,176519.18031559,1384
2254,80,3,0.0,1017,1,2,0,3,0,1,0,8,2,2,0,7,6,5,1994,1994,1,1,6,6,1,32.0,3,4,2,2,3,3,3,186.0,5,0.0,206.0,392.0,1,2,1,4,0,1694,0.0,0.0,2,1,3,1,3,7,6,1,4,3,1994.0,0,2.0,398.0,4,4,2,256,64,0,0,0,0,3,2,4,0,3,2007,8,4,179028.429210291,1694
2255,60,3,0.0,658,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1999,2000,1,1,12,13,3,0.0,3,4,2,2,3,3,0,871.0,5,0.0,52.0,923.0,1,2,1,4,0,1714,1.0,0.0,2,1,3,1,3,7,6,1,4,1,2000.0,0,2.0,451.0,4,4,2,256,48,0,0,0,0,3,4,4,0,4,2007,8,0,177161.583857224,1714
2256,60,3,63.0,492,1,2,3,3,0,4,0,8,2,2,0,5,7,5,1996,1996,1,1,6,6,3,0.0,2,4,2,2,3,3,4,414.0,5,0.0,277.0,691.0,1,2,1,4,0,1553,0.0,0.0,2,1,3,1,2,6,6,0,5,1,1996.0,0,2.0,420.0,4,4,2,0,44,0,0,0,0,3,4,4,0,8,2007,8,4,180081.508849842,1553
2257,60,3,60.0,419,1,2,3,3,0,4,0,8,2,2,0,5,6,5,1999,2003,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,938.0,938.0,1,0,1,4,0,2299,0.0,0.0,3,1,5,1,3,7,6,1,4,1,1999.0,0,2.0,482.0,4,4,2,188,30,0,0,0,0,3,4,4,0,8,2007,8,4,205895.254584712,2299
2258,20,3,0.0,886,1,2,0,3,0,0,0,8,2,2,0,2,7,5,1992,1993,1,1,6,6,1,52.0,3,4,2,2,3,3,5,0.0,5,0.0,1168.0,1168.0,1,2,1,4,0,1187,0.0,0.0,2,0,3,1,2,6,6,0,5,1,1992.0,1,2.0,420.0,4,4,2,0,21,0,0,0,0,3,4,4,0,8,2007,8,4,183389.78131415,1187
2259,60,3,0.0,445,1,2,0,3,0,1,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,903.0,903.0,1,2,1,4,0,1642,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1993.0,1,2.0,392.0,4,4,2,290,84,0,0,0,0,3,4,4,0,7,2007,8,4,178543.647859512,1642
2260,20,3,160.0,1838,0,2,3,3,0,4,0,8,2,2,0,2,6,6,1964,1964,1,1,6,6,0,138.0,3,4,1,3,3,0,1,550.0,5,0.0,752.0,1302.0,1,1,1,4,0,1128,1.0,0.0,1,0,3,1,3,6,6,1,4,1,1964.0,2,2.0,480.0,4,4,1,0,108,246,0,0,0,3,2,4,0,3,2007,8,2,194798.320499104,1128
2261,120,3,38.0,163,1,2,0,3,0,4,0,22,2,2,4,2,8,5,1988,1988,1,1,5,5,3,0.0,2,4,1,2,3,1,2,248.0,5,0.0,918.0,1166.0,1,2,1,4,0,1179,1.0,0.0,2,0,2,1,3,5,6,0,5,1,1988.0,1,2.0,480.0,4,4,2,0,108,0,0,135,0,3,4,4,0,10,2007,8,4,162845.613675766,1179
2262,120,3,35.0,184,1,2,0,1,0,4,0,22,2,2,4,2,8,5,1990,1990,1,1,5,5,3,0.0,2,4,2,2,3,1,2,926.0,5,0.0,386.0,1312.0,1,2,1,4,0,1321,1.0,0.0,1,0,1,1,2,4,6,1,4,1,1990.0,1,2.0,484.0,4,4,2,0,64,140,0,0,0,3,4,4,0,8,2007,8,4,148103.867006579,1321
2263,60,3,98.0,1450,1,2,0,3,0,4,0,22,2,2,0,5,8,5,2005,2005,3,1,12,13,2,146.0,2,4,2,0,3,2,2,986.0,5,0.0,163.0,1149.0,1,0,1,4,0,2541,1.0,0.0,3,1,4,1,0,10,6,1,2,3,2005.0,0,3.0,729.0,4,4,2,120,32,0,0,0,0,3,4,4,0,7,2007,8,4,201016.171121215,2541
2264,20,3,52.0,1939,1,2,0,3,0,1,0,22,4,2,0,2,9,5,2006,2007,3,1,12,13,1,710.0,0,4,2,0,3,0,2,1101.0,5,0.0,1559.0,2660.0,1,0,1,4,0,2338,1.0,0.0,2,1,4,1,2,8,6,2,2,1,2005.0,0,3.0,1110.0,2,4,2,0,135,0,0,322,0,3,4,4,0,6,2007,6,5,277936.12694354,2338
2265,190,3,195.0,1931,1,2,0,3,0,2,0,8,2,2,1,2,5,5,1969,1990,1,1,6,6,3,0.0,3,4,1,2,3,1,0,1047.0,5,0.0,53.0,1100.0,2,4,1,4,0,1424,1.0,0.0,1,1,3,1,3,7,4,0,5,0,1969.0,2,3.0,828.0,4,4,0,144,0,0,0,0,0,3,4,4,0,11,2007,8,4,249768.279823405,1424
2266,120,3,61.0,525,1,2,0,1,0,4,0,22,2,2,4,2,9,5,2006,2006,1,1,8,8,1,165.0,2,4,2,0,3,1,2,797.0,5,0.0,815.0,1612.0,1,0,1,4,0,1612,1.0,0.0,2,0,2,1,0,6,6,1,2,1,2006.0,0,2.0,556.0,4,4,2,0,164,0,0,0,0,3,4,4,0,3,2007,8,4,161596.052159825,1612
2267,20,3,85.0,1647,1,2,0,1,0,4,0,22,2,2,0,2,8,5,2006,2006,3,1,12,13,1,945.0,2,4,2,0,1,1,2,1558.0,5,0.0,662.0,2220.0,1,0,1,4,0,2234,1.0,0.0,1,1,1,1,2,7,6,1,2,1,2006.0,1,2.0,724.0,4,4,2,390,80,0,0,0,0,3,4,4,0,1,2007,8,4,158011.114889899,2234
2268,20,3,81.0,1639,1,2,0,1,0,4,0,22,3,3,0,2,10,5,2006,2007,3,1,5,5,1,250.0,0,4,2,0,3,1,2,1152.0,5,0.0,590.0,1742.0,1,0,1,4,0,2042,1.0,0.0,2,0,3,1,0,8,6,1,2,1,2007.0,0,3.0,724.0,4,4,2,240,52,0,0,174,0,3,4,4,0,10,2007,6,5,194089.683858004,2042
2269,20,3,0.0,1206,1,2,0,3,0,4,0,14,2,2,0,2,6,5,1984,1984,3,1,6,6,3,0.0,3,4,1,2,3,3,2,256.0,5,0.0,1028.0,1284.0,1,4,1,4,0,1284,1.0,0.0,2,0,3,1,3,5,6,0,5,1,1984.0,2,2.0,480.0,4,4,2,0,0,192,0,0,0,3,4,4,0,4,2007,0,0,181733.336941451,1284
2270,60,3,78.0,1405,1,2,3,3,0,4,0,14,2,2,0,5,7,7,1981,2003,1,1,8,8,1,306.0,2,4,1,2,3,3,0,321.0,5,0.0,404.0,725.0,1,0,1,4,0,1479,0.0,0.0,2,1,3,1,2,6,6,1,4,1,1981.0,1,2.0,484.0,4,4,2,167,72,0,0,0,0,3,4,4,0,3,2007,8,4,182852.32772198,1479
2271,20,3,93.0,1446,1,2,3,3,0,4,0,14,2,2,0,2,7,6,1978,1985,1,1,9,10,2,67.0,3,4,1,2,3,3,2,1328.0,5,0.0,201.0,1529.0,1,4,1,4,0,1664,1.0,0.0,2,0,3,1,2,7,6,1,4,1,1978.0,0,2.0,663.0,4,4,2,0,0,0,0,0,0,3,4,4,0,9,2007,8,4,189893.003058465,1664
2272,60,3,61.0,1278,1,2,0,3,0,4,0,14,3,2,0,5,7,5,1979,1979,3,6,6,10,1,549.0,3,4,1,2,3,3,0,758.0,5,0.0,22.0,780.0,1,4,1,4,0,1930,1.0,0.0,2,1,4,1,2,9,6,1,4,1,1979.0,0,2.0,481.0,4,4,2,192,72,0,0,0,0,3,4,4,0,3,2007,8,4,194650.210979875,1930
2273,20,3,79.0,1373,1,2,3,3,0,2,0,14,2,2,0,2,6,6,1984,1984,1,1,9,10,1,98.0,3,4,1,2,3,3,0,781.0,5,0.0,372.0,1153.0,1,4,1,4,0,1177,0.0,0.0,2,0,3,1,2,6,6,0,5,1,1984.0,0,2.0,495.0,4,4,2,204,103,0,0,0,0,3,2,4,0,8,2007,8,4,187904.461286262,1177
2274,20,3,80.0,1079,1,2,3,3,0,4,0,14,2,2,0,2,6,5,1979,1999,1,1,8,8,1,253.0,3,4,1,2,3,3,2,903.0,5,0.0,356.0,1259.0,1,0,1,4,0,1353,1.0,0.0,2,0,2,1,3,5,6,1,4,1,1979.0,1,2.0,478.0,4,4,2,240,141,0,0,0,0,3,4,4,0,8,2007,8,4,171774.925622692,1353
2275,20,3,128.0,1543,1,2,0,3,0,4,0,14,4,2,0,2,6,5,1971,1971,3,1,6,6,1,176.0,3,4,1,3,3,2,0,492.0,1,121.0,1012.0,1625.0,1,4,1,4,0,1220,0.0,1.0,2,0,2,1,3,6,6,1,4,1,1971.0,2,2.0,944.0,4,4,2,0,0,249,0,0,0,3,4,4,0,9,2007,8,4,177998.685921479,1220
2276,80,3,64.0,748,1,2,0,3,0,1,0,14,4,2,0,7,7,6,1976,1976,1,1,9,10,2,130.0,3,4,1,2,3,1,2,624.0,4,604.0,0.0,1228.0,1,4,1,4,0,1324,0.0,1.0,2,0,3,1,2,5,6,1,1,1,1976.0,0,2.0,585.0,4,4,2,407,36,0,0,0,0,3,4,4,0,2,2007,8,4,175648.484325498,1324
2277,60,3,80.0,517,1,2,3,3,0,4,0,14,4,2,0,5,6,6,1974,1974,1,1,6,6,3,0.0,3,4,1,3,3,3,0,931.0,3,153.0,0.0,1084.0,1,4,1,4,0,1877,1.0,0.0,2,1,4,1,3,8,6,1,4,1,1974.0,2,2.0,488.0,4,4,2,0,96,0,0,0,0,3,4,4,0,11,2007,8,4,196918.071362067,1877
2278,20,3,63.0,853,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1970,1990,1,1,8,8,3,0.0,3,4,1,3,3,3,0,566.0,5,0.0,359.0,925.0,1,4,1,4,0,1422,1.0,0.0,1,0,3,1,3,7,3,0,5,5,1988.0,2,2.0,576.0,4,4,2,252,0,0,0,0,0,3,1,4,0,9,2007,8,4,184299.838071218,1422
2279,20,3,66.0,501,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1970,2002,1,1,6,6,1,32.0,3,4,1,3,3,3,0,81.0,2,619.0,214.0,914.0,1,0,1,4,0,914,0.0,0.0,1,0,3,1,0,5,6,0,5,1,1970.0,1,1.0,368.0,4,2,2,120,0,0,0,0,0,3,4,4,0,10,2007,8,4,182379.855682734,914
2280,20,3,0.0,1811,1,2,3,3,0,2,0,12,2,2,0,2,4,7,1961,1961,1,1,8,8,3,0.0,3,2,0,3,3,3,0,314.0,5,0.0,600.0,914.0,1,0,1,4,0,914,0.0,0.0,1,0,2,1,3,4,6,0,5,2,1961.0,2,1.0,270.0,1,4,2,140,0,0,0,0,0,3,1,4,0,7,2007,8,4,184050.725802482,914
2281,120,2,33.0,129,1,2,0,3,0,4,0,12,2,2,4,2,6,5,2001,2001,1,1,8,8,3,0.0,2,4,2,2,3,2,5,0.0,5,0.0,1337.0,1337.0,1,0,1,4,0,1337,0.0,0.0,2,0,2,1,2,5,6,1,4,1,2001.0,0,2.0,511.0,4,4,2,136,68,0,0,0,0,3,4,4,0,7,2007,8,4,158296.975970284,1337
2282,120,2,26.0,1203,1,2,1,3,0,2,0,12,2,2,4,2,6,5,1997,1998,1,1,8,8,3,0.0,2,4,2,2,3,3,2,930.0,5,0.0,475.0,1405.0,1,0,1,4,0,1337,1.0,0.0,2,0,2,1,2,5,6,1,4,1,1997.0,0,2.0,522.0,4,4,2,0,68,0,0,0,0,3,4,4,0,10,2007,8,4,175053.355553278,1337
2283,160,4,21.0,34,1,2,3,3,0,4,0,2,2,2,3,5,6,6,1973,1973,1,1,6,6,1,567.0,3,4,1,3,3,3,0,312.0,5,0.0,213.0,525.0,1,4,1,4,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1973.0,2,1.0,264.0,4,4,2,144,0,0,0,0,0,3,4,4,0,2,2007,8,4,162293.376090644,1092
2284,160,4,21.0,29,1,2,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,265.0,3,4,1,3,3,3,5,0.0,5,0.0,672.0,672.0,1,0,1,4,0,1218,0.0,0.0,1,1,4,1,0,7,6,0,5,5,1973.0,2,1.0,264.0,4,4,2,0,28,0,0,0,0,3,4,4,0,12,2007,8,4,186328.880047186,1218
2285,120,3,24.0,39,1,2,3,3,0,4,0,13,2,2,3,2,7,7,1978,1978,1,1,9,2,3,0.0,3,4,1,2,3,3,2,632.0,5,6.0,423.0,1061.0,1,4,1,4,0,1055,0.0,0.0,2,0,2,1,3,4,6,0,5,1,1978.0,2,1.0,319.0,4,4,2,108,32,0,0,0,0,3,4,4,0,4,2007,8,4,151422.116936538,1055
2286,20,3,65.0,360,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1966,1966,3,1,6,6,1,52.0,3,4,1,3,3,3,1,725.0,5,0.0,263.0,988.0,1,4,1,4,0,988,1.0,0.0,1,0,3,1,3,5,6,0,5,5,1974.0,2,1.0,360.0,4,4,2,0,0,0,0,0,0,3,4,4,0,11,2007,8,4,181969.358707768,988
2287,20,3,96.0,1481,1,2,3,3,0,2,0,16,2,2,0,2,9,5,2006,2007,3,1,12,13,2,378.0,0,4,2,0,3,1,2,1151.0,5,0.0,639.0,1790.0,1,0,1,4,0,1816,1.0,0.0,2,0,3,1,0,7,6,1,2,1,2007.0,0,3.0,730.0,4,4,2,186,36,0,0,0,0,3,4,4,0,8,2007,6,5,189122.67702416,1816
2288,20,3,91.0,1365,1,2,3,3,0,4,0,16,2,2,0,2,8,5,2006,2007,1,1,5,5,2,302.0,2,4,2,0,3,2,5,0.0,5,0.0,1694.0,1694.0,1,0,1,4,0,1694,0.0,0.0,2,0,3,1,2,7,6,1,2,1,2006.0,1,3.0,856.0,4,4,2,0,112,0,0,0,0,3,4,4,0,6,2007,6,5,185645.475220346,1694
2289,20,3,110.0,1679,1,2,3,3,0,0,0,16,2,2,0,2,8,5,2007,2007,1,1,12,13,3,0.0,2,4,2,2,3,1,2,1518.0,5,0.0,590.0,2108.0,1,0,1,4,0,2122,1.0,0.0,2,1,2,1,2,7,6,1,0,1,2007.0,0,3.0,938.0,4,4,2,130,142,0,0,0,0,3,4,4,0,11,2007,6,5,182829.898109257,2122
2290,60,3,107.0,1615,1,2,3,3,0,4,0,16,2,2,0,5,9,5,2007,2007,3,1,5,5,1,456.0,0,4,2,0,3,1,2,1304.0,5,0.0,630.0,1934.0,1,0,1,4,0,2656,1.0,0.0,2,1,3,1,0,8,6,1,2,1,2007.0,1,3.0,1040.0,4,4,2,268,58,0,0,0,0,3,4,4,0,12,2007,6,5,195848.788183328,2656
2291,60,3,110.0,1594,1,2,3,3,0,4,0,16,2,2,0,5,8,5,2006,2007,3,1,12,13,1,190.0,2,4,2,0,3,3,5,0.0,5,0.0,1108.0,1108.0,1,0,1,4,0,2550,0.0,0.0,2,1,4,1,0,11,6,1,2,3,2006.0,0,3.0,670.0,4,4,2,120,39,0,0,0,0,3,4,4,0,3,2007,6,5,198785.059550672,2550
2292,20,3,105.0,1740,1,2,3,3,0,4,0,16,2,2,0,2,10,5,2005,2006,3,1,12,13,1,400.0,0,4,2,0,3,1,2,1430.0,5,0.0,564.0,1994.0,1,0,1,4,0,2046,1.0,0.0,2,1,2,1,0,7,6,2,2,1,2005.0,0,3.0,878.0,4,4,2,188,65,0,0,175,0,3,4,4,0,8,2007,8,4,181676.126555428,2046
2293,20,3,107.0,1640,1,2,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,1,12,13,2,456.0,0,4,2,0,3,1,2,1812.0,5,0.0,740.0,2552.0,1,0,1,4,0,2552,1.0,0.0,2,0,3,1,0,8,6,2,0,1,2007.0,0,3.0,932.0,4,4,2,130,28,0,0,0,0,3,4,4,0,10,2007,6,5,194131.012663328,2552
